rownames,id,nearc2,nearc4,educ,age,fatheduc,motheduc,weight,momdad14,sinmom14,step14,reg661,reg662,reg663,reg664,reg665,reg666,reg667,reg668,reg669,south66,black,smsa,south,smsa66,wage,enroll,KWW,IQ,married,libcrd14,exper,lwage,expersq
654,1101,1,1,12,30,,,468402,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,645,0,,97.0,1.0,1.0,12,6.469250202178955,144
655,1104,0,1,18,25,14.0,12.0,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,462,0,30.0,107.0,1.0,1.0,1,6.135564804077148,1
656,1105,0,1,18,33,8.0,12.0,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1026,0,41.0,117.0,1.0,1.0,9,6.933423042297363,81
657,1107,0,1,12,24,12.0,12.0,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,525,0,34.0,,1.0,1.0,6,6.263398170471191,36
658,1110,0,1,18,29,16.0,16.0,484311,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,375,0,41.0,125.0,6.0,1.0,5,5.926926136016846,25
659,1111,0,1,18,34,18.0,16.0,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1538,0,47.0,112.0,1.0,1.0,10,7.33823823928833,100
660,1112,0,1,18,33,18.0,14.0,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,923,0,46.0,106.0,5.0,1.0,9,6.827629089355469,81
661,1113,0,1,13,26,8.0,12.0,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,568,0,40.0,104.0,4.0,1.0,7,6.342121601104736,49
662,1114,0,1,14,25,8.0,12.0,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,600,0,23.0,89.0,6.0,1.0,5,6.396929740905762,25
663,1115,0,1,15,27,17.0,12.0,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,721,0,38.0,116.0,1.0,1.0,6,6.580639362335205,36
664,1116,0,1,17,24,18.0,12.0,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1116,1,46.0,,6.0,1.0,1,7.017506122589111,1
665,1121,0,1,14,27,,8.0,370732,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,712,0,44.0,123.0,1.0,1.0,7,6.56807804107666,49
666,1122,0,1,16,29,,8.0,484311,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,808,0,40.0,118.0,1.0,1.0,7,6.694561958312988,49
667,1124,0,1,11,27,8.0,12.0,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,925,0,31.0,106.0,1.0,1.0,10,6.829793930053711,100
668,1126,0,1,9,25,,,360396,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,550,0,22.0,,4.0,1.0,10,6.309918403625488,100
669,1127,0,1,12,26,,,358554,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,271,0,20.0,91.0,6.0,1.0,8,5.602118968963623,64
670,1129,1,1,7,32,8.0,11.0,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,833,0,22.0,,1.0,1.0,19,6.725033760070801,361
671,1130,1,1,12,30,7.0,12.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1200,0,29.0,103.0,1.0,1.0,12,7.090076923370361,144
672,1131,1,1,14,33,6.0,8.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,581,0,40.0,114.0,1.0,0.0,13,6.364750862121582,169
673,1132,1,1,17,34,12.0,8.0,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,686,0,41.0,105.0,1.0,1.0,11,6.530877590179443,121
674,1133,1,1,18,32,12.0,8.0,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1000,0,34.0,84.0,1.0,1.0,8,6.907755374908447,64
675,1134,1,1,13,24,9.0,8.0,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,537,0,31.0,,6.0,1.0,5,6.2859978675842285,25
676,1135,1,1,12,28,,11.0,99110,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,690,1,32.0,89.0,1.0,0.0,10,6.536691665649414,100
677,1139,1,1,12,28,12.0,16.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,500,0,36.0,81.0,6.0,1.0,10,6.214608192443848,100
678,1141,0,1,13,33,3.0,12.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,750,0,36.0,118.0,1.0,1.0,14,6.620073318481445,196
679,1142,0,1,17,29,8.0,16.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,913,1,38.0,91.0,1.0,1.0,6,6.816735744476318,36
680,1144,0,1,15,24,8.0,16.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,600,0,19.0,,6.0,1.0,3,6.396929740905762,9
681,1145,0,1,16,24,12.0,12.0,348558,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,577,0,29.0,113.0,6.0,1.0,2,6.357842445373535,4
682,1146,0,1,12,26,8.0,12.0,358554,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,601,0,38.0,121.0,1.0,1.0,8,6.398594856262207,64
683,1147,0,1,12,31,6.0,12.0,468402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,577,0,36.0,102.0,1.0,1.0,13,6.357842445373535,169
684,1148,0,1,12,32,,6.0,346581,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,677,0,36.0,104.0,5.0,1.0,14,6.51767110824585,196
685,1150,0,1,18,27,9.0,10.0,405452,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,473,0,31.0,106.0,1.0,1.0,3,6.159095287322998,9
686,1152,0,1,14,24,8.0,12.0,720791,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,350,1,39.0,,1.0,1.0,4,5.857933044433594,16
687,1153,0,1,15,32,9.0,12.0,716702,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,620,1,45.0,108.0,1.0,1.0,11,6.4297194480896,121
688,1154,0,1,16,24,12.0,12.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,378,0,41.0,108.0,6.0,0.0,2,5.93489408493042,4
689,1155,0,1,16,25,16.0,13.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,243,0,51.0,121.0,6.0,1.0,3,5.493061542510986,9
690,1156,0,1,12,26,7.0,12.0,358554,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,750,0,,87.0,4.0,0.0,8,6.620073318481445,64
691,1158,0,1,18,30,12.0,14.0,468402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,441,0,35.0,107.0,1.0,1.0,6,6.08904504776001,36
692,1159,0,1,14,29,12.0,14.0,468402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,688,0,43.0,112.0,6.0,1.0,9,6.533788681030273,81
693,1160,0,1,18,25,12.0,14.0,348558,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,501,0,29.0,116.0,1.0,1.0,1,6.216606140136719,1
694,1161,0,1,12,29,12.0,12.0,520447,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,400,0,36.0,115.0,6.0,1.0,11,5.991464614868164,121
695,1162,0,1,12,26,12.0,12.0,398393,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,981,0,39.0,107.0,1.0,1.0,8,6.888572692871094,64
696,1163,1,1,14,30,12.0,12.0,484311,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,649,0,36.0,117.0,1.0,1.0,10,6.475432872772217,100
697,1168,1,1,12,32,,,358351,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,625,0,36.0,110.0,1.0,1.0,14,6.437751770019531,196
698,1169,1,1,16,28,12.0,11.0,99110,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,707,1,35.0,97.0,1.0,1.0,6,6.561030864715576,36
699,1172,1,1,12,29,11.0,12.0,538123,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1043,0,42.0,96.0,4.0,1.0,11,6.949856281280518,121
700,1173,1,1,12,27,8.0,8.0,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,761,0,45.0,,1.0,1.0,9,6.634633541107178,81
701,1177,1,1,13,25,14.0,12.0,360396,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,524,0,28.0,,1.0,1.0,6,6.261491775512695,36
702,1179,1,1,13,27,6.0,6.0,99110,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,575,0,34.0,91.0,1.0,1.0,8,6.3543701171875,64
703,1180,1,1,14,26,,6.0,99110,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,865,0,31.0,97.0,6.0,1.0,6,6.762729644775391,36
704,1183,1,1,12,28,12.0,8.0,99110,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,713,0,38.0,90.0,1.0,1.0,10,6.569481372833252,100
705,1184,1,1,16,27,7.0,8.0,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,673,0,,112.0,1.0,1.0,5,6.511745452880859,25
706,1185,1,1,12,25,7.0,8.0,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,662,0,27.0,97.0,1.0,1.0,7,6.495265483856201,49
707,1186,1,1,14,29,11.0,8.0,484311,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,543,0,45.0,120.0,1.0,1.0,9,6.297109127044678,81
708,1187,1,1,13,25,12.0,12.0,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,525,1,40.0,109.0,6.0,1.0,6,6.263398170471191,36
709,1188,1,1,12,28,,8.0,370732,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,640,0,36.0,,1.0,1.0,10,6.46146821975708,100
710,1189,1,1,12,26,,8.0,370732,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,297,0,26.0,,6.0,1.0,8,5.693732261657715,64
711,1191,1,1,8,33,,,141996,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,947,0,37.0,,5.0,0.0,19,6.853299140930176,361
712,1192,1,1,12,34,8.0,9.0,141996,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,500,0,40.0,99.0,1.0,1.0,16,6.214608192443848,256
713,1202,1,1,13,25,5.0,7.0,96681,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,620,0,43.0,,4.0,1.0,6,6.4297194480896,36
714,1203,1,1,12,25,,10.0,96681,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,277,0,31.0,,1.0,,7,5.624017715454102,49
715,1205,0,1,10,26,5.0,8.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,240,0,29.0,99.0,1.0,1.0,10,5.4806389808654785,100
716,1206,0,1,10,25,5.0,8.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,240,0,34.0,,6.0,1.0,9,5.4806389808654785,81
717,1207,0,1,12,33,,,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,462,0,32.0,85.0,1.0,1.0,15,6.135564804077148,225
718,1209,0,1,12,27,,11.0,99110,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,404,0,32.0,97.0,6.0,1.0,9,6.001414775848389,81
719,1210,0,1,12,25,,11.0,96681,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,450,0,40.0,95.0,1.0,1.0,7,6.10924768447876,49
720,1213,0,1,12,24,3.0,2.0,395512,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,250,0,28.0,,6.0,1.0,6,5.521461009979248,36
721,1215,0,1,11,26,,9.0,450502,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,727,0,23.0,,4.0,1.0,9,6.588926315307617,81
722,1216,0,1,12,24,,9.0,439458,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,667,0,30.0,,1.0,1.0,6,6.5027899742126465,36
723,1224,0,1,12,28,,6.0,117131,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,962,0,31.0,80.0,4.0,1.0,10,6.869014263153076,100
724,1228,0,1,14,27,,8.0,90623,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,750,0,44.0,126.0,6.0,1.0,7,6.620073318481445,49
725,1230,0,1,14,25,8.0,8.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,667,0,20.0,,6.0,1.0,5,6.5027899742126465,25
726,1231,0,1,17,34,8.0,12.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,692,0,49.0,109.0,1.0,1.0,11,6.539586067199707,121
727,1233,0,1,12,25,6.0,12.0,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,465,0,21.0,,1.0,1.0,7,6.142037391662598,49
728,1235,0,1,12,30,,,150105,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,641,0,38.0,,5.0,1.0,12,6.463029384613037,144
729,1236,0,1,11,29,,11.0,150105,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,710,0,22.0,86.0,1.0,1.0,12,6.56526517868042,144
730,1238,0,1,13,25,,10.0,96681,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,425,0,22.0,,6.0,1.0,6,6.052089214324951,36
731,1243,0,1,12,27,12.0,12.0,370732,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,833,0,46.0,112.0,1.0,1.0,9,6.725033760070801,81
732,1244,0,1,12,26,12.0,12.0,370732,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,308,1,41.0,98.0,1.0,1.0,8,5.730099678039551,64
733,1245,0,1,16,29,12.0,12.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,625,0,48.0,119.0,4.0,1.0,7,6.437751770019531,49
734,1246,0,1,16,32,13.0,16.0,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1442,0,26.0,,1.0,1.0,10,7.273786544799805,100
735,1248,0,1,16,25,12.0,12.0,400440,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,673,0,38.0,102.0,1.0,1.0,3,6.511745452880859,9
736,1250,0,1,17,28,14.0,14.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1346,0,46.0,,1.0,1.0,5,7.204892635345459,25
737,1251,0,1,17,33,12.0,10.0,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,400,0,41.0,128.0,4.0,1.0,10,5.991464614868164,100
738,1252,0,1,9,34,12.0,,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,518,0,38.0,82.0,1.0,1.0,19,6.249975204467773,361
739,1253,0,1,14,26,16.0,16.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,456,0,30.0,,1.0,1.0,6,6.122492790222168,36
740,1255,0,1,17,33,12.0,12.0,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,409,0,42.0,113.0,1.0,1.0,10,6.0137152671813965,100
741,1256,0,1,18,34,5.0,9.0,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,559,0,45.0,105.0,6.0,1.0,10,6.3261494636535645,100
742,1258,0,1,12,24,10.0,9.0,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,230,0,32.0,,1.0,1.0,6,5.438079357147217,36
743,1260,1,1,17,27,18.0,18.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1026,1,46.0,124.0,6.0,1.0,4,6.933423042297363,16
744,1262,1,1,12,27,13.0,13.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1082,0,48.0,,1.0,1.0,9,6.986566543579102,81
745,1263,1,1,14,24,13.0,13.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1202,0,39.0,94.0,1.0,1.0,4,7.091742038726807,16
746,1264,1,1,17,25,,12.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,329,0,40.0,117.0,1.0,1.0,2,5.79605770111084,4
747,1266,1,1,18,27,14.0,14.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,481,0,39.0,116.0,6.0,1.0,3,6.175867080688477,9
748,1267,1,1,18,24,14.0,,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,673,0,33.0,,6.0,,0,6.511745452880859,0
749,1268,1,1,17,31,12.0,12.0,538123,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1683,0,41.0,,6.0,1.0,8,7.428333282470703,64
750,1269,1,1,16,34,12.0,12.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1282,0,40.0,112.0,1.0,1.0,12,7.156176567077637,144
751,1272,1,1,12,24,12.0,14.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,577,0,23.0,,6.0,1.0,6,6.357842445373535,36
752,1273,1,1,18,27,9.0,9.0,411924,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,444,0,31.0,105.0,6.0,1.0,3,6.095824718475342,9
753,1275,1,1,16,28,,9.0,99110,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,481,0,34.0,87.0,6.0,1.0,6,6.175867080688477,36
754,1277,1,1,12,24,16.0,12.0,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,467,0,,108.0,6.0,1.0,6,6.146329402923584,36
755,1279,1,1,6,31,3.0,3.0,614067,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,668,0,40.0,,1.0,0.0,19,6.504288196563721,361
756,1283,1,1,15,27,12.0,12.0,411924,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,286,0,36.0,89.0,1.0,1.0,6,5.655992031097412,36
757,1284,1,1,18,33,12.0,12.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,577,0,,119.0,1.0,1.0,9,6.357842445373535,81
758,1285,1,1,14,29,12.0,12.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,721,0,34.0,97.0,1.0,1.0,9,6.580639362335205,81
759,1286,1,1,12,25,6.0,8.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,462,0,28.0,89.0,1.0,1.0,7,6.135564804077148,49
760,1287,1,1,15,25,12.0,10.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,750,0,28.0,,1.0,0.0,4,6.620073318481445,16
761,1288,1,1,12,24,6.0,12.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,200,0,39.0,131.0,6.0,1.0,6,5.2983174324035645,36
762,1293,1,1,12,27,12.0,10.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,650,0,26.0,,1.0,1.0,9,6.476972579956055,81
763,1295,1,1,18,28,12.0,11.0,370732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,481,0,30.0,,6.0,1.0,4,6.175867080688477,16
764,1298,1,1,11,24,9.0,,360396,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,600,0,38.0,,1.0,0.0,7,6.396929740905762,49
765,1305,1,1,16,28,16.0,16.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,769,0,35.0,85.0,1.0,1.0,6,6.6450910568237305,36
766,1306,1,1,17,27,16.0,16.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,775,1,26.0,132.0,1.0,1.0,4,6.652863025665283,16
767,1307,1,1,16,24,16.0,16.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,641,0,28.0,114.0,1.0,1.0,2,6.463029384613037,4
768,1310,1,1,14,33,14.0,10.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1055,0,35.0,98.0,1.0,1.0,13,6.961296081542969,169
769,1311,1,1,16,31,14.0,12.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,676,0,44.0,110.0,6.0,1.0,9,6.51619291305542,81
770,1312,1,1,12,28,,,370732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,691,0,41.0,124.0,6.0,1.0,10,6.538139820098877,100
771,1313,1,1,17,30,14.0,12.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,962,1,41.0,118.0,1.0,1.0,7,6.869014263153076,49
772,1314,1,1,13,28,14.0,12.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,400,0,32.0,90.0,5.0,1.0,9,5.991464614868164,81
773,1315,1,1,16,27,14.0,12.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,673,0,38.0,108.0,1.0,1.0,5,6.511745452880859,25
774,1323,1,1,18,34,10.0,11.0,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1442,0,42.0,112.0,1.0,1.0,10,7.273786544799805,100
775,1334,1,1,18,32,16.0,10.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,529,0,38.0,100.0,1.0,1.0,8,6.270988464355469,64
776,1336,1,1,14,27,9.0,11.0,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,700,0,21.0,84.0,1.0,1.0,7,6.551080226898193,49
777,1337,1,1,8,34,,4.0,141996,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,675,0,36.0,,1.0,0.0,20,6.514712810516357,400
778,1338,1,1,18,25,8.0,10.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,494,0,34.0,97.0,1.0,1.0,1,6.202535629272461,1
779,1340,1,1,12,24,12.0,8.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,500,0,26.0,113.0,1.0,1.0,6,6.214608192443848,36
780,1349,1,1,16,24,,,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,450,0,27.0,,6.0,0.0,2,6.10924768447876,4
781,1350,1,1,13,25,,8.0,96681,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,601,0,27.0,,6.0,1.0,6,6.398594856262207,36
782,1353,1,1,13,28,9.0,12.0,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,717,1,37.0,105.0,6.0,1.0,9,6.575075626373291,81
783,1354,1,1,12,29,9.0,10.0,150105,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,575,0,28.0,88.0,5.0,1.0,11,6.3543701171875,121
784,1355,1,1,12,25,9.0,10.0,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,350,0,33.0,74.0,1.0,1.0,7,5.857933044433594,49
785,1356,1,1,12,24,9.0,10.0,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,350,0,31.0,,6.0,0.0,6,5.857933044433594,36
786,1358,0,1,16,29,12.0,12.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,643,0,46.0,115.0,1.0,1.0,7,6.466144561767578,49
787,1359,0,1,15,24,10.0,12.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,675,0,30.0,,1.0,1.0,3,6.514712810516357,9
788,1360,0,1,15,28,12.0,12.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,679,0,34.0,91.0,1.0,1.0,7,6.520621299743652,49
789,1361,0,1,12,27,12.0,9.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,534,0,34.0,103.0,4.0,1.0,9,6.280395984649658,81
790,1362,0,1,16,31,12.0,10.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,524,0,46.0,102.0,1.0,1.0,9,6.261491775512695,81
791,1363,0,1,16,28,10.0,10.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,667,0,38.0,98.0,6.0,1.0,6,6.5027899742126465,36
792,1364,0,1,14,26,12.0,,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,370,0,35.0,,1.0,1.0,6,5.913503170013428,36
793,1365,0,1,15,26,12.0,12.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,658,0,47.0,,6.0,1.0,5,6.4892048835754395,25
794,1371,0,1,12,34,,,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,700,0,39.0,,,0.0,16,6.551080226898193,256
795,1374,0,1,18,27,9.0,12.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,311,0,33.0,82.0,6.0,1.0,3,5.739792823791504,9
796,1375,0,1,9,33,,9.0,358351,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,841,0,44.0,,1.0,1.0,18,6.734591484069824,324
797,1377,0,1,14,31,10.0,12.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,660,0,47.0,112.0,1.0,1.0,11,6.492239952087402,121
798,1379,0,1,16,31,8.0,9.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,692,0,41.0,108.0,1.0,1.0,9,6.539586067199707,81
799,1382,0,1,15,28,,7.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,577,0,37.0,90.0,1.0,1.0,7,6.357842445373535,49
800,1389,0,1,17,26,9.0,12.0,370732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,705,0,32.0,,6.0,1.0,3,6.558197975158691,9
801,1391,0,1,16,27,5.0,8.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,292,0,38.0,111.0,1.0,1.0,5,5.676753997802734,25
802,1392,0,1,13,26,8.0,11.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,750,0,24.0,96.0,1.0,1.0,7,6.620073318481445,49
803,1395,0,1,16,34,12.0,12.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1442,0,48.0,,1.0,0.0,12,7.273786544799805,144
804,1396,0,1,16,33,16.0,16.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1202,0,48.0,127.0,1.0,1.0,11,7.091742038726807,121
805,1397,0,1,15,33,,8.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1603,0,47.0,97.0,1.0,1.0,12,7.379631996154785,144
806,1399,0,1,14,32,,12.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,769,0,50.0,120.0,4.0,1.0,12,6.6450910568237305,144
807,1407,0,1,16,31,14.0,16.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,513,0,41.0,101.0,6.0,1.0,9,6.240275859832764,81
808,1408,0,1,12,31,,8.0,484311,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,805,0,38.0,100.0,1.0,0.0,13,6.690842151641846,169
809,1409,0,1,17,34,8.0,8.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,962,1,44.0,99.0,1.0,1.0,11,6.869014263153076,121
810,1411,0,1,12,25,16.0,16.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,675,0,,104.0,1.0,1.0,7,6.514712810516357,49
